BrierRandom,QuestionId,sample,RepRandom,best
0.493630604327865,170,1,-0.39644486416,5
0.66293069025893,170,2,-0.50712712878,5
0.666559260257602,170,3,-0.46426165532,5
0.339742180160459,170,4,-0.39153464074,5
0.599809069783366,170,5,-0.40687488342,5
0.474839054711911,170,6,-0.4168572022,5
0.636013322643634,170,7,-0.47278021868,5
0.572146563065842,170,8,-0.40436335936,5
0.64447557448329,170,9,-0.45590981558,5
0.633414218658922,170,10,-0.4766614696,5
0.0229975830879166,172,1,-0.29858373072,5
0.107414380135283,172,2,-0.46482179222,5
0.0497851963659882,172,3,-0.41765190252,5
0.0219075252013867,172,4,-0.34007481816,5
0.00803529486910782,172,5,-0.40861874242,5
0.0622465294392135,172,6,-0.33196852216,5
0.0867743418134535,172,7,-0.43278936412,5
0.110007204048215,172,8,-0.26701349512,5
0.162056876252858,172,9,-0.4584812623,5
0.0349565057679346,172,10,-0.4930871666,5
0.172429711392301,177,1,-0.4253366215,5
0.214466818979258,177,2,-0.46135498768,5
0.195278546813859,177,3,-0.38966962356,5
0.179081213224677,177,4,-0.43197941904,5
0.129899311585733,177,5,-0.4081245262,5
0.179223721490254,177,6,-0.46677844854,5
0.0803206455282614,177,7,-0.50370002724,5
0.157037109897985,177,8,-0.3920446704,5
0.0635120341235783,177,9,-0.40590373266,5
0.0814778169925399,177,10,-0.36842540026,5
0.276725029967031,178,1,-0.39223292576,5
0.22162416226241,178,2,-0.3648749078,5
0.294286017220313,178,3,-0.41476009112,5
0.288038549836617,178,4,-0.42107398222,5
0.352401179433318,178,5,-0.39885142972,5
0.324869899590499,178,6,-0.3924571356,5
0.22543747922536,178,7,-0.36725608236,5
0.267479011354891,178,8,-0.47031843296,5
0.333343212569363,178,9,-0.37670293748,5
0.266711585398458,178,10,-0.41377521784,5
0.00302540076302359,179,1,-0.45570777966,5
0.0118959864812444,179,2,-0.41370727396,5
0.0120869614534278,179,3,-0.51644868218,5
0.00145619346609679,179,4,-0.45363240994,5
0.348488598901156,179,5,-0.41333324934,5
0.0117272966029798,179,6,-0.41639925402,5
0.0036201288135864,179,7,-0.457643614,5
0.0877431164305243,179,8,-0.37946959722,5
0.0173493579392997,179,9,-0.39660843336,5
0.0121310247800383,179,10,-0.46371615586,5
0.211105817864473,181,1,-0.4578284773,5
0.223003125170076,181,2,-0.44982629716,5
0.259857954707646,181,3,-0.4271154612,5
0.202013516683689,181,4,-0.48005877578,5
0.283326051585598,181,5,-0.4480782223,5
0.155613986870539,181,6,-0.39238456736,5
0.0869343576051546,181,7,-0.4807393679,5
0.102469435410927,181,8,-0.46682223548,5
0.124146680153472,181,9,-0.42940733204,5
0.359035223040054,181,10,-0.49615734746,5
0.0728800756626309,183,1,-0.44623557172,5
0.131134174709263,183,2,-0.47467326264,5
0.210654083894782,183,3,-0.49052955838,5
0.201287423448382,183,4,-0.46973105644,5
0.091796788483956,183,5,-0.4129852293,5
0.111747473288491,183,6,-0.42002126234,5
0.245948549521679,183,7,-0.34315665996,5
0.1430062456371,183,8,-0.40564071502,5
0.190105363277387,183,9,-0.36785736528,5
0.172328805050574,183,10,-0.36611717912,5
0.313475600839498,184,1,-0.47177143176,5
0.171355470230462,184,2,-0.33888948616,5
0.33306140674791,184,3,-0.4746177807,5
0.312331386429985,184,4,-0.40225789546,5
0.128480731529829,184,5,-0.43374918342,5
0.196639138918898,184,6,-0.4258588173,5
0.331400768915478,184,7,-0.47415447318,5
0.384919015582658,184,8,-0.41399774928,5
0.210074215079604,184,9,-0.38454819256,5
0.309054735700129,184,10,-0.42266680308,5
0.107181932220178,186,1,-0.35853647142,5
0.0604549850203519,186,2,-0.3570011648,5
0.0798297734974167,186,3,-0.43949150992,5
0.0700107724935503,186,4,-0.3858667694,5
0.048728735798163,186,5,-0.34808448728,5
0.0419910358676314,186,6,-0.37593917258,5
0.124831220002239,186,7,-0.4090873119,5
0.0725855641921589,186,8,-0.3043033142,5
0.135715980924053,186,9,-0.43243020532,5
0.0783686251065877,186,10,-0.40087050976,5
0.243453995344919,188,1,-0.42305430424,5
0.0606949056691738,188,2,-0.33919287682,5
0.133153654828031,188,3,-0.44623923304,5
0.364072916006585,188,4,-0.46103443894,5
0.223263926649153,188,5,-0.42104648,5
0.223980195052548,188,6,-0.40848926962,5
0.124074052741016,188,7,-0.5,5
0.281456647919316,188,8,-0.38716616058,5
0.110493502730281,188,9,-0.4585298514,5
0.313950145715363,188,10,-0.35518929448,5
